"","matchID","LeagueColor","League","Date","Finished","Home","Away","FTHG","FTAG","HTHG","HTAG","H.Card","A.Card","HT.matchID","HT.graph1","HT.graph2"
"1","1402107305","#006688","CAN D1","2011/06/16 08:30","4","London City","Niagara United","0","6","0","2","0","0","0","1","0"
"2","1402471259","#00A8A8","Friendly","2011/06/16 15:00","4","New Zealand Women","Brazil Women","1","1","0","1","0","0","0","1","0"
"3","1402109425","#FF9966","MAS PL","2011/06/16 16:45","4","PDRM","Felda United","0","1","0","1","0","0","0","1","0"
"4","1402109441","#FF9966","MAS PL","2011/06/16 16:45","4","UiTM FC","PBAPP FC","2","2","1","0","0","0","0","1","0"
"5","1402109552","#FF9966","MAS PL","2011/06/16 16:45","4","Perlis","DRB-Hicom","2","2","2","2","0","0","0","1","0"
"6","1402109210","#FF8686","KOR WD1","2011/06/16 18:00","4","Seoul Amazones Women","Busan Sangmu Women","0","0","0","0","0","0","0","1","0"
"7","1402383814","#FF8686","KOR WD1","2011/06/16 18:00","4","Daejeon Sportstoto Women","Hwacheon KSPO Women","3","2","1","1","0","0","0","1","0"
"8","1402109193","#FF8686","KOR WD1","2011/06/16 18:00","4","HS Red Angels Women","Suwon FMC Women","1","1","0","0","0","0","0","1","0"
"9","1402109144","#C03891","KOR KL","2011/06/16 18:30","4","Daejeon Citizen","Chungju Hummel","1","0","0","0","0","0","0","1","0"
"10","1402892790","#36D685","AUS VD1","2011/06/16 18:30","4","Bulleen Lions","Avondale Heights SC","1","3","1","1","0","0","0","1","0"
"11","1402892770","#36D685","AUS VD1","2011/06/16 18:30","4","Kingston City","Sunshine Georgies","5","2","1","1","0","0","0","1","0"
"12","1402892739","#1ba578","AUS WVPL","2011/06/16 18:30","4","Sandringham Women","Boroondara Eagles Women","2","6","2","3","0","0","0","1","0"
"13","1402893006","#5177FF","SWE U19","2011/06/16 20:00","4","Landskrona U19","Halmstads BK U19","1","3","1","2","0","0","0","1","0"
"14","1402893027","#5177FF","SWE U19","2011/06/16 20:00","4","Norrkoping U19","AIK Solna U19","1","2","1","1","0","0","0","1","0"
"15","1402109533","#FF9966","MAS PL","2011/06/16 20:45","4","Pulau Pinang","Negeri Sembilan","2","1","2","1","0","0","0","1","0"
"16","1402109408","#FF9966","MAS PL","2011/06/16 20:45","4","Kuala Lumpur SPA","Sabah","2","0","2","0","0","0","0","0","0"
"17","1402109464","#FF9966","MAS PL","2011/06/16 20:45","4","Johor Darul Takzim II","Kedah","1","1","0","1","0","0","0","1","0"
"18","1402470904","#FF8040","ZIM PL","2011/06/16 21:00","4","Harare City","Bantu Rovers","4","1","1","0","0","0","0","0","0"
"19","1402109823","#CCA233","EGY PR","2011/06/16 22:15","4","Misr El Maqasha","El Ahly Cairo","0","3","0","2","1","0","0","1","0"
"20","1402109777","#CCA233","EGY PR","2011/06/16 22:15","4","El Gounah","El Ittehad El Sakandary","1","1","1","0","0","0","0","0","0"
"21","1402109794","#CCA233","EGY PR","2011/06/16 22:15","4","El Entag El Harby","Ghazl El Mahallah","0","0","0","0","0","0","0","1","0"
"22","1402109685","#CCA233","EGY PR","2011/06/16 22:15","4","Smouha SC","Arab Contractors","0","0","0","0","0","0","0","0","0"
"23","1402109662","#CCA233","EGY PR","2011/06/16 22:15","4","Enppi","El Raja Marsa Matruh","1","2","0","0","0","0","0","0","0"
"24","1402110749","#7D7DFF","SWE U21SS","2011/06/16 22:30","4","Angelholms U21","Ljungskile U21","5","4","2","1","0","0","0","1","0"
"25","1402892881","#00A8A8","Friendly","2011/06/16 23:00","4","Altach","Grasshoppers","1","2","0","2","0","0","0","1","0"
"26","1402110721","#4D4DFF","SWE U21SN","2011/06/16 23:00","4","Degerfors U21","Jonkopings Sodra U21","0","1","0","1","0","0","0","1","0"
"27","1402109140","#404000","BLR PR","2011/06/16 23:00","4","FC Minsk","BATE Borisov","1","4","0","2","0","0","0","1","0"
"28","1402108875","#660000","FIFA WC","2011/06/16 23:59","4","Germany","Portugal","4","0","3","0","0","1","171236","1","2"
"29","1402899238","#00A8A8","Friendly","2011/06/16 23:59","4","Shkendija","Drita","6","1","1","1","0","0","0","0","0"
"30","1402892650","#00A8A8","Friendly","2011/06/16 23:59","4","Sweden Women U23","England Women U23","0","0","0","0","0","0","0","0","0"
"31","1402109426","#959595","NOR D2A3","2011/06/16 23:59","4","Algard","Brann B","3","3","2","2","0","0","0","1","0"
"32","1402109056","#404000","BLR PR","2011/06/16 23:59","4","Gomel","Dinamo Brest","6","3","5","1","0","0","0","1","0"
"33","1402109029","#404000","BLR PR","2011/06/16 23:59","4","Shakhter Soligorsk","Slutsksakhar Slutsk","2","0","1","0","0","0","0","1","0"
"34","1402110600","#006699","SWE D1","2011/06/17 01:00","4","Landskrona","Assyriska","1","2","0","1","1","0","0","1","0"
"35","1402111302","#117297","FRO D1","2011/06/17 01:00","4","AB Argir","KI Klaksvik","1","1","0","0","0","0","0","0","0"
