"","matchID","LeagueColor","League","Date","Finished","Home","Away","FTHG","FTAG","HTHG","HTAG","H.Card","A.Card","HT.matchID","HT.graph1","HT.graph2"
"1","1404531968","#009933","BRA D2","2011/07/16 08:50","4","Luverdense","ABC Natal/RN","3","1","0","0","0","1","0","1","0"
"2","1404531956","#009933","BRA D2","2011/07/16 08:50","4","Ceara/CE","Joinville","1","3","0","3","0","0","0","1","0"
"3","1404531944","#009933","BRA D2","2011/07/16 08:50","4","America Natal/RN","Bragantino SP","4","2","1","2","0","1","0","1","0"
"4","1404531981","#009933","BRA D2","2011/07/16 08:50","4","Vasco da Gama","Santa Cruz/PE","4","1","2","1","0","0","0","1","0"
"5","1404531992","#009933","BRA D2","2011/07/16 08:50","4","Oeste/SP","Icasa/CE","0","0","0","0","0","0","0","1","0"
"6","1404698148","#FF6600","KOR FAC","2011/07/16 15:00","4","Ganwon FC","Uisan Mipo","2","2","0","2","0","0","0","1","0"
"7","1404703791","#6699ff","CHN FAC","2011/07/16 15:30","4","Qingdao Zhong Neng","Changchun Yatai","3","2","1","0","0","0","182001","1","0"
"8","1405473848","#00A8A8","Friendly","2011/07/16 15:40","4","Ashdod","Maccabi Yavne","4","0","2","0","0","0","0","0","0"
"9","1404703847","#6699ff","CHN FAC","2011/07/16 16:00","4","Lijiang Jiayunhao","Dalian Aerbin Yiteng","0","0","0","0","0","0","0","0","0"
"10","1404703907","#6699ff","CHN FAC","2011/07/16 16:30","4","Wuhan Hongxing","ShangHai SIPG","0","0","0","0","0","0","0","0","0"
"11","1405326784","#00A8A8","Friendly","2011/07/16 16:30","4","Olimpia Grudziadz","Chojniczanka Chojnice","0","0","0","0","0","0","0","0","0"
"12","1405396663","#00A8A8","Friendly","2011/07/16 16:50","4","Volyn Lutsk","Illichivets","1","1","0","0","0","0","0","1","0"
"13","1405324834","#00A8A8","Friendly","2011/07/16 17:00","4","Poland Women","Estonia Women","5","1","2","0","0","0","0","0","0"
"14","1405473011","#00A8A8","Friendly","2011/07/16 17:00","4","Rozwoj Katowice","GKS Tychy","2","1","2","1","0","0","0","0","0"
"15","1405501356","#00A8A8","Friendly","2011/07/16 17:00","4","Feirense","Trofense","1","1","1","0","0","0","0","0","0"
"16","1404701537","#74D876","AUS VCup","2011/07/16 17:30","4","St Albans Saints","South Springvale SC","1","1","0","1","0","0","0","1","0"
"17","1405235738","#00A8A8","Friendly","2011/07/16 17:30","4","Gornik Walbrzych","Flota Swinoujscie","0","1","0","1","0","0","0","0","0"
"18","1405325697","#00A8A8","Friendly","2011/07/16 17:30","4","Uniao Madeira","Gil Vicente","1","3","1","0","0","0","0","0","0"
"19","1404705708","#00A8A8","Friendly","2011/07/16 17:35","4","Macarthur Rams","Sydney FC","1","5","0","3","0","0","0","0","0"
"20","1404698240","#FF6600","KOR FAC","2011/07/16 18:00","4","Cheonan City","Sangju Sangmu","0","1","0","0","0","0","0","1","0"
"21","1405323813","#00A8A8","Friendly","2011/07/16 18:00","4","Bytovia Bytow","Wisla Plock","0","3","0","2","0","0","0","0","0"
"22","1405470677","#C03891","KOR KL","2011/07/16 18:00","4","Chungju Hummel","Ansan Police","1","1","1","1","0","0","0","1","0"
"23","1404698278","#FF6600","KOR FAC","2011/07/16 18:30","4","Ulsan Hyundai","Jeonbuk Hyundai Motors","1","2","1","1","0","0","181174","1","0"
"24","1404698449","#FF6600","KOR FAC","2011/07/16 18:30","4","Busan I'Park","Suwonm City","2","2","1","1","0","0","0","1","0"
"25","1404698329","#FF6600","KOR FAC","2011/07/16 18:30","4","Seongnam FC","Gwangju FC","1","1","1","0","0","0","0","1","0"
"26","1404698356","#FF6600","KOR FAC","2011/07/16 18:30","4","FC Seoul","Pohang Steelers","1","1","0","0","0","0","181173","1","0"
"27","1405048635","#5454DF","THA LC","2011/07/16 19:00","4","Buriram United","Ratchaburi","1","0","1","0","0","1","0","1","0"
"28","1404698486","#FF6600","KOR FAC","2011/07/16 19:00","4","Gangneung City","Pocheon","1","0","0","0","0","0","0","1","0"
"29","1404703954","#6699ff","CHN FAC","2011/07/16 19:30","4","Suzhou Jinfu","Liaoning Hongyun","0","0","0","0","0","0","0","0","0"
"30","1404703973","#6699ff","CHN FAC","2011/07/16 19:35","4","Hangzhou Ange","Henan Jianye","0","4","0","2","0","0","0","0","0"
"31","1405048651","#5454DF","THA LC","2011/07/16 20:00","4","BEC Tero Sasana","Nakhon Ratchasima","1","0","0","0","1","0","0","1","0"
"32","1404701913","#B0A7B1","UZB D1","2011/07/16 21:00","4","NBU Osiyo","Pakhtakor II","3","1","2","0","0","0","0","0","0"
"33","1405238993","#B0A7B1","UZB D1","2011/07/16 21:35","4","Oqtepa Tashkent","Chust Pakhtakor","5","1","3","0","0","0","0","0","0"
