"","matchID","LeagueColor","League","Date","Finished","Home","Away","FTHG","FTAG","HTHG","HTAG","H.Card","A.Card","HT.matchID","HT.graph1","HT.graph2"
"1","1368436320","#804040","USA OC","2011/05/15 08:00","4","Portland Phoenix","Mass Premier","2","0","1","0","0","0","0","0","0"
"2","1367219540","#0099CC","ARG D3B","2011/05/15 08:00","4","Temperley","Chacarita Juniors","0","1","0","0","0","0","0","1","0"
"3","1368436289","#804040","USA OC","2011/05/15 08:25","4","Brooklyn Italians","Icon","1","4","0","1","0","0","0","0","0"
"4","1368346603","#804040","USA OC","2011/05/15 08:30","4","Austin Aztex","NTX Rayados","3","0","2","0","1","0","0","0","0"
"5","1367724080","#660000","CON CL","2011/05/15 09:00","4","Palmeiras","Club Tijuana","1","2","0","1","0","1","159530","1","2"
"6","1367292763","#D200D2","COL D2","2011/05/15 09:05","4","America de Cali","Jaguares Cordoba","4","0","1","0","0","0","0","1","0"
"7","1368346629","#804040","USA OC","2011/05/15 09:15","4","Laredo Heat","PSA Elite","2","0","1","0","0","0","0","0","0"
"8","1368346681","#804040","USA OC","2011/05/15 10:10","4","Seattle Sounders Reserve","Doxa Italia","5","1","5","0","0","0","0","0","0"
"9","1368436351","#804040","USA OC","2011/05/15 10:10","4","Ventura County Fusion","FC Hasental","3","2","1","1","0","0","0","0","0"
"10","1368436395","#804040","USA OC","2011/05/15 10:30","4","FC Tucson","Arizona United SC","2","1","0","0","0","0","0","0","0"
"11","1368436425","#804040","USA OC","2011/05/15 10:35","4","Portland Timbers Reserve","Sacramento Gold","3","2","2","2","0","0","0","0","0"
"12","1368578037","#00A8A8","Friendly","2011/05/15 15:30","4","Israel Women U17","Romania Women U17","0","0","0","0","0","0","0","1","0"
"13","1367553632","#993333","IDN ISL","2011/05/15 16:30","4","PSPS Pekanbaru","Persiba Balikpapan","1","2","0","2","0","0","0","1","0"
"14","1367553391","#5FAFAF","HUN U19","2011/05/15 17:00","4","Akademia Haladas U19","MTK Budapest U19","5","2","1","1","0","0","0","0","0"
"15","1368344393","#C60063","CZE U19","2011/05/15 17:00","4","Plzen U19","Ostrava U19","1","1","0","1","0","0","0","1","0"
"16","1368173081","#00a78d","AFC ACL","2011/05/15 17:30","4","Central Coast Mariners","Guangzhou Hengda","1","2","1","1","0","0","159590","1","2"
"17","1368430427","#6666FF","FNT","2011/05/15 18:00","4","Romania U16","Germany U16","1","10","0","5","1","0","0","1","0"
"18","1368430444","#6666FF","FNT","2011/05/15 18:00","4","Ireland U16","Belgium U16","2","0","2","0","0","0","0","1","0"
