"","matchID","LeagueColor","League","Date","Finished","Home","Away","FTHG","FTAG","HTHG","HTAG","H.Card","A.Card","HT.matchID","HT.graph1","HT.graph2"
"1","1368863184","#9B4E00","PER D1","2011/06/04 08:00","4","Alianza Lima","FBC Melgar","1","0","1","0","1","0","0","1","0"
"2","1369980971","#000000","Playoff","2011/06/04 09:10","4","Leones FC","Llaneros(COL)","3","2","2","1","0","0","0","1","0"
"3","1370225648","#FF2F2F","KOR NC","2011/06/04 13:00","4","Daejeon Korail","Uisan Mipo","3","0","0","0","0","0","0","1","0"
"4","1370225699","#FF2F2F","KOR NC","2011/06/04 15:00","4","Mokpo City","Busan Transport","2","0","1","0","0","0","0","1","0"
"5","1368948220","#CC0066","IDN D2LI","2011/06/04 15:30","4","Persigo Gorontalo","Yahukimo","1","0","1","0","0","0","0","0","0"
"6","1369533500","#00A8A8","Friendly","2011/06/04 15:40","4","New Zealand","Jordan","0","1","0","1","0","0","0","1","0"
"7","1368948196","#CC0066","IDN D2LI","2011/06/04 16:15","4","Perseru Serui","Sumbawa Barat","3","0","2","0","0","0","0","0","0"
"8","1368948343","#CC0066","IDN D2LI","2011/06/04 16:15","4","PSBS Biak Numfor","Perssin Sinjai","2","0","1","0","0","0","0","0","0"
"9","1369810780","#CC0066","IDN D2LI","2011/06/04 16:30","4","Persik Kediri","PPSM Magelang","4","0","3","0","0","0","0","1","0"
"10","1368948239","#CC0066","IDN D2LI","2011/06/04 16:30","4","PS Bengkulu","PSMS Medan","3","0","0","0","0","0","0","0","0"
"11","1368948170","#CC0066","IDN D2LI","2011/06/04 16:30","4","Persbul Buol","Perseka Kaimana","2","2","1","1","0","0","0","0","0"
"12","1369982363","#993333","IDN ISL","2011/06/04 16:30","4","PSPS Pekanbaru","Persiwa Wamena","1","0","0","0","0","0","0","1","0"
"13","1370324589","#00A8A8","Friendly","2011/06/04 17:00","4","Germany U16","France U16","2","2","0","0","0","0","0","1","0"
"14","1370306287","#00A8A8","Friendly","2011/06/04 17:00","4","Ukraine U18","Moldova U19","8","0","2","0","0","0","0","1","0"
"15","1369617882","#008484","AUS NSWC","2011/06/04 17:30","4","St George Saints","Wollongong United","2","1","2","0","0","0","0","0","0"
"16","1369617867","#008484","AUS NSWC","2011/06/04 17:30","4","Bonnyrigg White Eagles","Rockdale City Suns","5","2","3","1","0","0","0","0","0"
"17","1369812377","#035F31","AUS BCC","2011/06/04 17:30","4","Pine Rivers United","Peninsula Power","0","3","0","1","1","0","0","1","0"
"18","1369812450","#035F31","AUS BCC","2011/06/04 17:30","4","Southside Eagles","Brisbane Force","1","2","0","1","0","0","0","1","0"
"19","1368945859","#0000db","FIFA WCQ","2011/06/04 18:30","4","Japan","Australia","1","1","0","0","0","0","144908","1","2"
"20","1369533480","#00A8A8","Friendly","2011/06/04 18:30","4","Myanmar","Singapore","0","2","0","2","1","0","0","1","0"
"21","1369534154","#C60063","CZE U19","2011/06/04 19:00","4","Mlada Boleslav U19","Bohemians 1905 U19","6","0","5","0","0","0","0","1","0"
"22","1368946883","#880044","CZE U21","2011/06/04 19:00","4","Vysocina Jihlava U21","Jablonec U21","4","5","2","2","0","0","0","1","0"
"23","1370306161","#00A8A8","Friendly","2011/06/04 19:15","4","Vietnam U23","Kashima Antlers","2","2","0","0","0","0","0","1","0"
"24","1370306255","#00A8A8","Friendly","2011/06/04 20:00","4","USA U16","Uzbekistan U16","5","2","2","1","0","0","0","1","0"
"25","1370306232","#00A8A8","Friendly","2011/06/04 20:00","4","Bulgaria U16","Uruguay U16","2","3","0","2","0","0","0","1","0"
"26","1369533626","#00A8A8","Friendly","2011/06/04 20:00","4","Tajikistan","Afghanistan","3","2","2","2","1","0","0","1","0"
"27","1369533438","#00A8A8","Friendly","2011/06/04 20:00","4","Hong Kong","Philippines","0","1","0","1","0","0","0","1","0"
"28","1368947838","#993333","IDN ISL","2011/06/04 20:00","4","Persija Jakarta","Persipura Jayapura","2","3","2","1","0","0","0","1","0"
"29","1369534131","#C60063","CZE U19","2011/06/04 20:00","4","Zlin U19","Sparta Praha U19","1","1","0","0","0","0","0","1","0"
"30","1368945903","#0000db","FIFA WCQ","2011/06/04 21:00","4","Oman","Iraq","1","0","1","0","0","0","144907","1","0"
"31","1369637560","#000000","Playoff","2011/06/04 21:00","4","Mordovochka Women","Donchanka Azov Women","3","0","0","0","0","0","0","0","0"
"32","1369637535","#000000","Playoff","2011/06/04 21:00","4","Krasnodar Women","Izmailovo Moscow Women","4","1","3","0","0","0","0","0","0"
"33","1369637575","#000000","Playoff","2011/06/04 21:00","4","Zorkiy Krasnogorsk Women","Rossiyanka Women","3","3","1","1","1","1","0","0","0"
"34","1369534317","#000000","Playoff","2011/06/04 21:00","4","Ryazan-VDV Women","Zvezda Perm Women","0","0","0","0","0","0","0","0","0"
"35","1369533457","#00A8A8","Friendly","2011/06/04 22:00","4","Kazakhstan","Bulgaria","1","2","0","0","0","0","159821","1","0"
"36","1370306423","#00A8A8","Friendly","2011/06/04 22:00","4","Austria U21","Czech Republic U21","3","0","2","0","0","0","0","1","0"
"37","1370224302","#743A3A","TUN Cup","2011/06/04 22:30","4","SA Menzel Bourguiba","Stade Tunisien","0","2","0","1","1","0","0","0","0"
"38","1369639660","#996600","Toulon U20","2011/06/04 23:00","4","Mexico U20","Portugal U20","3","3","1","1","0","0","0","1","0"
"39","1368945401","#790000","UEFA YC","2011/06/04 23:00","4","Denmark U19","Czech Republic U19","5","0","3","0","0","0","0","1","0"
"40","1370306507","#00A8A8","Friendly","2011/06/04 23:00","4","Kazakhstan U16","Jordan U16","2","2","1","1","0","0","0","1","0"
"41","1370324650","#00A8A8","Friendly","2011/06/04 23:00","4","Bosnia U21","Serbia U21","1","1","0","1","0","0","0","1","0"
"42","1370306519","#00A8A8","Friendly","2011/06/04 23:00","4","Kyrgyzstan U16","Tajikistan U16","1","2","0","1","0","1","0","1","0"
"43","1368949876","#7D7DFF","SWE U21SS","2011/06/04 23:00","4","Landskrona U21","Varbergs BoIS U21","3","1","2","0","0","0","0","1","0"
"44","1368949744","#4D4DFF","SWE U21SN","2011/06/04 23:00","4","Sirius Ik U21","Degerfors U21","2","0","1","0","0","1","0","1","0"
"45","1368949720","#4D4DFF","SWE U21SN","2011/06/04 23:00","4","Hammarby U21","IK Brage U21","5","1","3","1","0","0","0","1","0"
"46","1370325948","#2F65AE","RUS FL","2011/06/04 23:00","4","MFK Dinamo Futsal","Gazprom-Ugra Yugorsk Futsal","6","1","1","1","0","0","0","0","0"
"47","1370306567","#00A8A8","Friendly","2011/06/04 23:30","4","Ukraine U21","Slovenia U21","2","1","1","0","1","0","0","1","0"
"48","1368949699","#4D4DFF","SWE U21SN","2011/06/04 23:50","4","Assyriska U21","GIF Sundsvall U21","2","0","1","0","0","0","0","1","0"
"49","1370395139","#666666","NOR Cup","2011/06/04 23:59","4","Tynset Women","Stabaek Women","0","5","0","4","0","0","0","0","0"
"50","1370395164","#666666","NOR Cup","2011/06/04 23:59","4","Konnerud Women","Kolbotn Women","1","4","0","0","0","0","0","0","0"
"51","1369625325","#3472F1","FIN Cup","2011/06/04 23:59","4","TiPS Women","Helsinki Women","2","3","0","0","0","0","0","0","0"
"52","1369625374","#3472F1","FIN Cup","2011/06/04 23:59","4","Myran Women","Ilves Women","1","1","0","1","0","0","0","0","0"
"53","1370763358","#FFCC00","EGY Cup","2011/06/04 23:59","4","El Ittehad El Sakandary","El Nasr Cairo(EGY)","1","1","0","0","0","0","0","0","0"
"54","1369533384","#00A8A8","Friendly","2011/06/04 23:59","4","Egypt","Botswana","1","1","1","1","0","0","0","0","0"
"55","1370306818","#00A8A8","Friendly","2011/06/04 23:59","4","Estonia U21","Kazakhstan U21","1","1","0","1","0","1","0","1","0"
"56","1370324861","#5177FF","SWE U19","2011/06/04 23:59","4","Goteborg U19","Kalmar U19","2","0","1","0","0","0","0","1","0"
"57","1368949911","#7D7DFF","SWE U21SS","2011/06/04 23:59","4","Jonkopings Sodra U21","Angelholms U21","5","2","2","0","0","0","0","1","0"
"58","1368950075","#7D7DFF","SWE U21SS","2011/06/04 23:59","4","Orgryte U21","IFK Varnamo U21","3","0","0","0","0","0","0","1","0"
"59","1370325474","#0066FF","FIN U19","2011/06/04 23:59","4","PK-35VJS/U19","JJK Jyvaskyla U19","1","5","1","1","1","0","0","1","0"
"60","1370324989","#0066FF","FIN U19","2011/06/04 23:59","4","SJK Seinajoki U19","OLS Oulu U19","4","2","0","1","0","0","0","1","0"
"61","1368945951","#0000db","FIFA WCQ","2011/06/05 00:15","4","Qatar","Iran","0","1","0","0","0","0","144887","1","2"
"62","1369182290","#004488","SWE Cup","2011/06/05 01:00","4","Sollentuna United","IK Frej Taby","0","3","0","1","0","0","0","1","0"
"63","1368945436","#790000","UEFA YC","2011/06/05 01:00","4","Portugal U19","Bulgaria U19","7","0","5","0","0","0","0","1","0"
"64","1370395196","#666666","NOR Cup","2011/06/05 01:00","4","Voss Women","Kaupanger Women","1","1","1","0","0","0","0","0","0"
"65","1370307786","#6969e0","SWE D1S","2011/06/05 01:00","4","Qviding FIF","IK Oddevold","1","2","0","1","1","0","0","0","0"
"66","1369885562","#0099CC","SWE WD1","2011/06/05 01:20","4","Rosengard Women","Kopparbergs Women","3","1","1","0","0","0","0","1","0"
"67","1369639497","#996600","Toulon U20","2011/06/05 01:25","4","Brazil U20","Nigeria U20","1","1","1","0","0","0","0","1","0"
"68","1368945981","#0000db","FIFA WCQ","2011/06/05 01:30","4","Lebanon","South Korea","1","1","1","0","1","0","144888","1","0"
"69","1370324884","#5177FF","SWE U19","2011/06/05 01:30","4","IF Brommapojkarna U19","AIK Solna U19","4","1","2","0","0","0","0","1","0"
"70","1369533585","#00A8A8","Friendly","2011/06/05 01:45","4","Romania","Trinidad-Tobago","4","0","2","0","0","0","159813","1","0"
"71","1370305512","#000000","Playoff","2011/06/05 02:00","4","1860 Munchen II","Elversberg","1","1","1","0","0","0","0","1","0"
"72","1369534251","#fc9b0a","ENG WSL","2011/06/05 02:30","4","Lincoln Women","Doncaster Belles Women","0","0","0","0","0","0","0","1","0"
"73","1369534217","#fc9b0a","ENG WSL","2011/06/05 02:30","4","Everton Women","Liverpool Women","1","4","0","1","0","0","0","1","0"
"74","1368862270","#0099FF","ARG D3C","2011/06/05 02:30","4","Berazategui","Defensores Cambaceres","0","3","0","1","0","0","0","0","0"
"75","1368862310","#0099FF","ARG D3C","2011/06/05 02:30","4","Club Lujan","Justo Jose Urquiza","3","0","1","0","0","0","0","0","0"
"76","1368862370","#0099FF","ARG D3C","2011/06/05 02:30","4","El Porvenir","Sacachispas","4","0","3","0","0","0","0","0","0"
"77","1368862404","#0099FF","ARG D3C","2011/06/05 02:30","4","Sportivo Dock Sud","Ferrocarril Midland","2","0","1","0","0","0","0","0","0"
"78","1368862287","#0099FF","ARG D3C","2011/06/05 02:30","4","San Miguel","Liniers","1","0","1","0","0","0","0","0","0"
"79","1368862425","#0099FF","ARG D3C","2011/06/05 02:30","4","UAI Urquiza","CA Fenix Pilar","0","0","0","0","0","0","0","0","0"
"80","1370306998","#003300","SeniorCup","2011/06/05 02:45","4","St Patricks","Longford Town","0","0","0","0","0","0","0","1","0"
"81","1370307134","#fc9b0a","IRE FAI","2011/06/05 02:45","4","Athlone Town","Bluebell United","2","2","1","1","0","0","0","0","0"
"82","1370307160","#003300","SeniorCup","2011/06/05 03:00","4","Shelbourne","UCD Dublin","2","1","1","1","0","0","0","1","0"
"83","1369533522","#00A8A8","Friendly","2011/06/05 03:00","4","Poland","Liechtenstein","2","0","0","0","0","0","0","1","0"
"84","1369705531","#009933","BRA D2","2011/06/05 06:30","4","Palmeiras","Avai/SC","2","1","1","1","0","0","0","1","0"
"85","1369705493","#009933","BRA D2","2011/06/05 06:30","4","Oeste/SP","Ceara/CE","2","1","1","1","0","0","0","1","0"
"86","1369705517","#009933","BRA D2","2011/06/05 06:30","4","Figueirense","Chapecoense SC","0","2","0","1","1","1","0","1","0"
"87","1369705478","#009933","BRA D2","2011/06/05 06:30","4","Paysandu/PA","Parana","2","0","0","0","0","0","0","1","0"
"88","1369705461","#009933","BRA D2","2011/06/05 06:30","4","Boa EC","ASA/AL","1","2","0","0","0","0","0","1","0"
"89","1370154441","#ff0000","NBA","2011/06/04 08:30","4","Miami Heat","Indiana Pacers","99","76","52","37","0","0","0","0","2"
