"","matchID","LeagueColor","League","Date","Finished","Home","Away","FTHG","FTAG","HTHG","HTAG","H.Card","A.Card","HT.matchID","HT.graph1","HT.graph2"
"1","1431070583","#000000","Playoff","2011/05/11 08:05","4","LD Alajuelense","Deportivo Saprissa","2","0","2","0","0","1","0","1","0"
"2","1430814436","#6699ff","ARG D1","2011/05/11 08:30","4","Independiente","Boca Juniors","1","1","1","1","1","0","187811","1","0"
"3","1430034447","#9D6293","COL D1","2011/05/11 09:00","4","Patriotas","Envigado","0","1","0","0","0","1","0","1","0"
"4","1430104764","#FF8686","KOR WD1","2011/05/11 18:00","4","HS Red Angels Women","Busan Sangmu Women","4","0","3","0","0","0","0","1","0"
"5","1430104775","#FF8686","KOR WD1","2011/05/11 18:00","4","Hwacheon KSPO Women","Daejeon Sportstoto Women","0","0","0","0","0","0","0","0","0"
"6","1430104787","#FF8686","KOR WD1","2011/05/11 18:00","4","Icheon Daekyo Women","Suwon FMC Women","1","2","0","0","0","0","0","0","0"
"7","1429947914","#5F5AA0","RUS D1","2011/05/11 18:00","4","Dinamo St Petersburg","SKA Energiya","1","2","1","1","0","0","0","1","0"
"8","1430707241","#5F5FAF","RUS PR","2011/05/11 18:30","4","Terek Grozni","Spartak Moscow","4","2","0","1","1","0","179996","1","0"
"9","1431320778","#1ba578","AUS WVPL","2011/05/11 18:30","4","Sandringham Women","South Yarra Women","2","0","0","0","0","0","0","1","0"
"10","1431320804","#1ba578","AUS WVPL","2011/05/11 18:30","4","Bulleen Lions Women","Heidelberg Women","1","2","1","1","0","0","0","1","0"
"11","1430104603","#855E42","ENG U21","2011/05/11 19:00","4","Bolton U21","Arsenal U21","1","3","1","1","0","0","0","1","0"
"12","1430103618","#FDCF84","UKR D1","2011/05/11 19:00","4","Metalist","Volyn Lutsk","3","3","0","1","0","0","0","1","0"
"13","1430640029","#71FF71","MOL D2","2011/05/11 19:00","4","Dacia-2 Buiucani","CF Gagauziya","0","1","0","1","0","0","0","0","0"
"14","1430104271","#880044","CZE U21","2011/05/11 19:00","4","Budejovice U21","Slovacko U21","0","0","0","0","0","0","0","1","0"
"15","1430104250","#880044","CZE U21","2011/05/11 19:00","4","Banik Ostrava U21","Bohemians 1905 U21","1","2","1","2","0","0","0","1","0"
"16","1430104291","#880044","CZE U21","2011/05/11 19:30","4","Vysocina Jihlava U21","Trinec U21","2","0","0","0","0","0","0","1","0"
"17","1430104316","#880044","CZE U21","2011/05/11 20:00","4","Jablonec U21","Teplice U21","3","2","1","2","0","0","0","1","0"
"18","1430104334","#880044","CZE U21","2011/05/11 20:00","4","Dukla Praha U21","Sparta Praha U21","1","4","0","3","0","0","0","1","0"
"19","1430104442","#000000","Playoff","2011/05/11 20:00","4","Lyngby Reserve","Esbjerg Reserve","0","1","0","1","0","0","0","1","0"
"20","1430030519","#5252A5","Rus U21","2011/05/11 20:00","4","Dinamo Moscow U21","Torpedo Moscow U21","7","0","3","0","0","0","0","1","0"
"21","1430103951","#8000FF","KSA PC","2011/05/11 20:25","4","Hajer U21","Al-Taawoun U21","1","2","0","1","0","0","0","0","0"
"22","1431066666","#000000","Playoff","2011/05/11 20:30","4","Shahrdari Tabriz","Esteghlal Ahvaz","1","0","1","0","0","0","0","0","0"
"23","1430104054","#8000FF","KSA PC","2011/05/11 20:35","4","Al-Shualah U21","Al-Faisaly Harmah U21","1","1","0","0","0","0","0","0","0"
"24","1430103962","#8000FF","KSA PC","2011/05/11 20:35","4","Al-Khaleej Saihat U21","Al-Orubah U21","4","2","4","2","0","0","0","0","0"
"25","1430104006","#8000FF","KSA PC","2011/05/11 20:40","4","Al-Hilal U21","Al-Shabab Riyadh U21","2","1","0","1","0","0","0","0","0"
"26","1430104080","#8000FF","KSA PC","2011/05/11 20:45","4","Al-Raed U21","Al-Ittihad Jeddah U21","1","2","1","0","0","0","0","0","0"
"27","1430104144","#8000FF","KSA PC","2011/05/11 21:00","4","Al-Ahli Jeddah U21","Al-Nassr Riyadh U21","2","0","0","0","0","0","0","0","0"
"28","1430447387","#17991f","SCO U20","2011/05/11 21:00","4","Kilmarnock U20","Ross County U20","3","3","1","2","0","0","0","1","0"
"29","1430104378","#880044","CZE U21","2011/05/11 21:00","4","Mlada Boleslav U21","Slovan Liberec U21","6","0","2","0","0","0","0","1","0"
"30","1431066879","#B46969","GEO D2","2011/05/11 21:00","4","Sasco","Chkhirimela Kharagauli","1","1","0","0","0","0","0","0","0"
"31","1431066897","#B46969","GEO D2","2011/05/11 21:00","4","Adeli Batumi","Saburtalo Tbilisi","1","0","0","0","0","0","0","0","0"
