"","matchID","LeagueColor","League","Date","Finished","Home","Away","FTHG","FTAG","HTHG","HTAG","H.Card","A.Card","HT.matchID","HT.graph1","HT.graph2"
"1","1397877641","#5288F4","ARG Cup","2011/05/01 08:00","4","San Martin SJ","Cipolletti","2","1","0","1","0","0","0","0","0"
"2","1398321747","#5288F4","ARG Cup","2011/05/01 08:00","4","Juventud Unida SM","Union Santa Fe","0","0","0","0","0","0","0","0","0"
"3","1398321771","#5288F4","ARG Cup","2011/05/01 08:00","4","Patronato Parana","Instituto Cordoba","2","2","1","1","0","1","0","1","0"
"4","1398655536","#582C2C","USA WD1","2011/05/01 08:00","4","Kansas City Women","Chicago RedStars Women","1","0","1","0","0","0","0","1","0"
"5","1397877501","#FF8144","ECU D1","2011/05/01 08:00","4","Olmedo","CS Emelec","1","1","1","0","0","0","0","0","0"
"6","1397877409","#FFCC00","BOL D1","2011/05/01 08:00","4","Aurora","Real Potosi","2","1","2","0","1","0","0","1","0"
"7","1397877380","#FFCC00","BOL D1","2011/05/01 08:00","4","Bolivar","Blooming","6","0","3","0","0","0","0","1","0"
"8","1398329455","#0099CC","ARG D3B","2011/05/01 08:05","4","Deportivo Moron","Temperley","1","2","0","1","0","0","0","1","0"
"9","1397878461","#D200D2","COL D2","2011/05/01 08:30","4","Cucuta Deportivo","Expreso Rojo","1","1","1","1","0","0","0","1","0"
"10","1397877424","#FFCC00","BOL D1","2011/05/01 08:30","4","CD Guabira","Sport Boys Warnes","2","0","2","0","0","0","0","1","0"
"11","1397878442","#D200D2","COL D2","2011/05/01 08:45","4","Real Cartagena","Barranquilla","4","0","2","0","1","0","0","1","0"
"12","1397870941","#660000","CON CL","2011/05/01 09:00","4","Cerro Porteno","Cruzeiro","0","2","0","0","1","1","175288","1","0"
"13","1397870915","#660000","CON CL","2011/05/01 09:00","4","Gremio","San Lorenzo","1","0","0","0","0","0","175286","1","0"
"14","1397880109","#008000","BRA Cup","2011/05/01 09:00","4","Treze","Vasco da Gama","1","2","1","0","0","0","0","1","0"
"15","1397880095","#008000","BRA Cup","2011/05/01 09:00","4","Parnahyba PI","Ceara/CE","0","1","0","1","0","0","0","1","0"
