"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Volume","PropHKPriceEdge.Volume","PropnetProbBEdge.Volume","KProbHKPrice.Volume","KProbnetProbB.Volume","KProbFixed.Volume","KProbFixednetProbB.Volume","KEMProb.Volume","KEMProbnetProbB.Volume","KProbHalf.Volume","KProbHalfnetProbB.Volume","KProbQuarter.Volume","KProbQuarternetProbB.Volume","KProbAdj.Volume","KProbAdjnetProbB.Volume","KHalfAdj.Volume","KHalfAdjnetProbB.Volume","KEMQuarterAdj.Volume","KEMQuarterAdjnetProbB.Volume"
"2133","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 222.833  ","3rd Qu.: 222.841  ","3rd Qu.:  53.72  ","3rd Qu.:  53.72  ","3rd Qu.:  59.753  ","3rd Qu.:  59.948  ","3rd Qu.:1.418  ","3rd Qu.:1.4223  ","3rd Qu.: 12.897  ","3rd Qu.: 12.901  ","3rd Qu.:  2.544  ","3rd Qu.:  2.5531  ","3rd Qu.:  59.753  ","3rd Qu.:  59.948  ","3rd Qu.:  6.9280  ","3rd Qu.:  7.0512  ","3rd Qu.: 0.82329  ","3rd Qu.: 0.88740  "
"2134","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7272.043  ","Max.   :7272.057  ","Max.   :1736.06  ","Max.   :1736.06  ","Max.   :3525.887  ","Max.   :3275.013  ","Max.   :8.235  ","Max.   :9.1546  ","Max.   :433.464  ","Max.   :433.478  ","Max.   :107.756  ","Max.   :107.8618  ","Max.   :3525.887  ","Max.   :3275.013  ","Max.   :440.7359  ","Max.   :438.7417  ","Max.   :55.09198  ","Max.   :58.77664  "
"2135","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   1.726  ","Min.   :   1.844  ","Min.   :   0.2855  ","Min.   :   0.2936  ","Min.   :   0.2652  ","Min.   :   0.2339  ","Min.   :0.000  ","Min.   :0.000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.2652  ","Min.   :   0.2339  ","Min.   :  0.02463  ","Min.   :  0.02022  ","Min.   : 0.002287  ","Min.   : 0.00002  "
"2137","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  58.127  ","1st Qu.:  58.102  ","1st Qu.:  13.8780  ","1st Qu.:  13.8747  ","1st Qu.:  14.7919  ","1st Qu.:  14.7613  ","1st Qu.:1.014  ","1st Qu.:1.001  ","1st Qu.:  2.913  ","1st Qu.:  2.909  ","1st Qu.:  0.03662  ","1st Qu.:  0.07026  ","1st Qu.:  14.7919  ","1st Qu.:  14.7613  ","1st Qu.:  1.69534  ","1st Qu.:  1.66408  ","1st Qu.: 0.191971  ","1st Qu.: 0.18043  "
"2138","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 120.592  ","Median : 120.652  ","Median :  28.9548  ","Median :  28.9538  ","Median :  31.1404  ","Median :  31.1361  ","Median :1.192  ","Median :1.190  ","Median :  6.693  ","Median :  6.690  ","Median :  0.97818  ","Median :  0.99996  ","Median :  31.1404  ","Median :  31.1361  ","Median :  3.61410  ","Median :  3.64011  ","Median : 0.423108  ","Median : 0.43923  "
"2139","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 183.887  ","Mean   : 183.893  ","Mean   :  44.2178  ","Mean   :  44.2182  ","Mean   :  47.6597  ","Mean   :  47.6687  ","Mean   :1.213  ","Mean   :1.213  ","Mean   : 10.508  ","Mean   : 10.509  ","Mean   :  2.02434  ","Mean   :  2.03935  ","Mean   :  47.6597  ","Mean   :  47.6687  ","Mean   :  5.55503  ","Mean   :  5.66560  ","Mean   : 0.659074  ","Mean   : 0.71140  "
"2140","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 222.784  ","3rd Qu.: 222.803  ","3rd Qu.:  53.6699  ","3rd Qu.:  53.6714  ","3rd Qu.:  57.8555  ","3rd Qu.:  57.9205  ","3rd Qu.:1.391  ","3rd Qu.:1.402  ","3rd Qu.: 12.868  ","3rd Qu.: 12.864  ","3rd Qu.:  2.51446  ","3rd Qu.:  2.52236  ","3rd Qu.:  57.8555  ","3rd Qu.:  57.9205  ","3rd Qu.:  6.71413  ","3rd Qu.:  6.84816  ","3rd Qu.: 0.798871  ","3rd Qu.: 0.86562  "
"2141","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7272.043  ","Max.   :7272.057  ","Max.   :1736.0569  ","Max.   :1736.0579  ","Max.   :1906.5651  ","Max.   :1908.3285  ","Max.   :4.942  ","Max.   :4.991  ","Max.   :433.464  ","Max.   :433.478  ","Max.   :107.75635  ","Max.   :107.86183  ","Max.   :1906.5651  ","Max.   :1908.3285  ","Max.   :239.51961  ","Max.   :261.69806  ","Max.   :30.550545  ","Max.   :36.90154  "
"2142","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.964  ","Min.   :   2.683  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :  0.04734  ","Min.   :  0.01993  ","Min.   : 0.00189  ","Min.   : 0.00001  "
"2144","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  57.114  ","1st Qu.:  56.917  ","1st Qu.:  13.5109  ","1st Qu.:  13.5109  ","1st Qu.:  13.5518  ","1st Qu.:  13.5564  ","1st Qu.:0.9355  ","1st Qu.:0.9354  ","1st Qu.:  2.799  ","1st Qu.:  2.808  ","1st Qu.:  0.02014  ","1st Qu.:  0.05293  ","1st Qu.:  13.5518  ","1st Qu.:  13.5564  ","1st Qu.:  1.53458  ","1st Qu.:  1.50390  ","1st Qu.: 0.17397  ","1st Qu.: 0.16361  "
"2145","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 118.268  ","Median : 118.244  ","Median :  28.2898  ","Median :  28.2887  ","Median :  28.3526  ","Median :  28.3527  ","Median :1.1113  ","Median :1.1110  ","Median :  6.526  ","Median :  6.536  ","Median :  0.94791  ","Median :  0.96582  ","Median :  28.3526  ","Median :  28.3527  ","Median :  3.28795  ","Median :  3.33094  ","Median : 0.38578  ","Median : 0.40184  "
"2146","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 180.987  ","Mean   : 180.991  ","Mean   :  43.4814  ","Mean   :  43.4814  ","Mean   :  43.6368  ","Mean   :  43.6423  ","Mean   :1.1064  ","Mean   :1.1064  ","Mean   : 10.321  ","Mean   : 10.322  ","Mean   :  1.98775  ","Mean   :  2.00300  ","Mean   :  43.6368  ","Mean   :  43.6423  ","Mean   :  5.09636  ","Mean   :  5.21939  ","Mean   : 0.60565  ","Mean   : 0.65834  "
"2147","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 218.911  ","3rd Qu.: 218.983  ","3rd Qu.:  52.9253  ","3rd Qu.:  52.9253  ","3rd Qu.:  53.0930  ","3rd Qu.:  53.0930  ","3rd Qu.:1.2812  ","3rd Qu.:1.2809  ","3rd Qu.: 12.663  ","3rd Qu.: 12.645  ","3rd Qu.:  2.46426  ","3rd Qu.:  2.47185  ","3rd Qu.:  53.0930  ","3rd Qu.:  53.0930  ","3rd Qu.:  6.13601  ","3rd Qu.:  6.29974  ","3rd Qu.: 0.73218  ","3rd Qu.: 0.80238  "
"2148","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7271.843  ","Max.   :7271.855  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :5.4994  ","Max.   :5.7481  ","Max.   :433.415  ","Max.   :433.443  ","Max.   :107.73581  ","Max.   :107.84435  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :221.35194  ","Max.   :244.70869  ","Max.   :28.23327  ","Max.   :34.50590  "
"2149","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.964  ","Min.   :   2.683  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :0.08381  ","Min.   :0.08381  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.5344  ","Min.   :   0.5344  ","Min.   :  0.04734  ","Min.   :  0.01993  ","Min.   : 0.00189  ","Min.   : 0.00001  "
"2151","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  57.114  ","1st Qu.:  56.917  ","1st Qu.:  13.5155  ","1st Qu.:  13.5155  ","1st Qu.:  13.5155  ","1st Qu.:  13.5155  ","1st Qu.:0.93659  ","1st Qu.:0.93659  ","1st Qu.:  2.797  ","1st Qu.:  2.807  ","1st Qu.:  0.01694  ","1st Qu.:  0.05048  ","1st Qu.:  13.5155  ","1st Qu.:  13.5155  ","1st Qu.:  1.53289  ","1st Qu.:  1.50168  ","1st Qu.: 0.17380  ","1st Qu.: 0.16344  "
"2152","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 118.268  ","Median : 118.226  ","Median :  28.2898  ","Median :  28.2898  ","Median :  28.2898  ","Median :  28.2898  ","Median :1.11052  ","Median :1.11052  ","Median :  6.522  ","Median :  6.532  ","Median :  0.94606  ","Median :  0.96458  ","Median :  28.2898  ","Median :  28.2898  ","Median :  3.27727  ","Median :  3.32602  ","Median : 0.38524  ","Median : 0.40092  "
"2153","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 180.984  ","Mean   : 180.988  ","Mean   :  43.4787  ","Mean   :  43.4787  ","Mean   :  43.4787  ","Mean   :  43.4787  ","Mean   :1.10368  ","Mean   :1.10368  ","Mean   : 10.318  ","Mean   : 10.319  ","Mean   :  1.98533  ","Mean   :  2.00068  ","Mean   :  43.4787  ","Mean   :  43.4787  ","Mean   :  5.07861  ","Mean   :  5.20187  ","Mean   : 0.60362  ","Mean   : 0.65635  "
"2154","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 218.911  ","3rd Qu.: 218.983  ","3rd Qu.:  52.9253  ","3rd Qu.:  52.9253  ","3rd Qu.:  52.9253  ","3rd Qu.:  52.9253  ","3rd Qu.:1.27822  ","3rd Qu.:1.27822  ","3rd Qu.: 12.662  ","3rd Qu.: 12.641  ","3rd Qu.:  2.46166  ","3rd Qu.:  2.46723  ","3rd Qu.:  52.9253  ","3rd Qu.:  52.9253  ","3rd Qu.:  6.11497  ","3rd Qu.:  6.28246  ","3rd Qu.: 0.73025  ","3rd Qu.: 0.80002  "
"2155","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7271.843  ","Max.   :7271.855  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :3.42894  ","Max.   :3.42894  ","Max.   :433.415  ","Max.   :433.443  ","Max.   :107.73581  ","Max.   :107.84435  ","Max.   :1735.9592  ","Max.   :1735.9592  ","Max.   :221.35194  ","Max.   :244.70869  ","Max.   :28.23327  ","Max.   :34.50590  "
"2156","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   3.087  ","Min.   :   2.76  ","Min.   :   0.589  ","Min.   :   0.5701  ","Min.   :   0.5637  ","Min.   :   0.5535  ","Min.   :0.000  ","Min.   :0.0000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.5637  ","Min.   :   0.5535  ","Min.   :  0.05461  ","Min.   :  0.02579  ","Min.   : 0.002485  ","Min.   : 0.00002  "
"2158","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  57.235  ","1st Qu.:  57.01  ","1st Qu.:  13.586  ","1st Qu.:  13.5839  ","1st Qu.:  14.5587  ","1st Qu.:  14.5150  ","1st Qu.:1.000  ","1st Qu.:0.9883  ","1st Qu.:  2.838  ","1st Qu.:  2.850  ","1st Qu.:  0.03839  ","1st Qu.:  0.07085  ","1st Qu.:  14.5587  ","1st Qu.:  14.5150  ","1st Qu.:  1.66059  ","1st Qu.:  1.63382  ","1st Qu.: 0.187985  ","1st Qu.: 0.17758  "
"2159","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 118.430  ","Median : 118.39  ","Median :  28.363  ","Median :  28.3533  ","Median :  30.5933  ","Median :  30.6215  ","Median :1.188  ","Median :1.1846  ","Median :  6.564  ","Median :  6.573  ","Median :  0.96757  ","Median :  0.98434  ","Median :  30.5933  ","Median :  30.6215  ","Median :  3.55303  ","Median :  3.58018  ","Median : 0.415877  ","Median : 0.43175  "
"2160","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 181.148  ","Mean   : 181.15  ","Mean   :  43.561  ","Mean   :  43.5612  ","Mean   :  47.1148  ","Mean   :  47.1300  ","Mean   :1.186  ","Mean   :1.1863  ","Mean   : 10.359  ","Mean   : 10.360  ","Mean   :  2.00250  ","Mean   :  2.01718  ","Mean   :  47.1148  ","Mean   :  47.1300  ","Mean   :  5.49181  ","Mean   :  5.60115  ","Mean   : 0.651545  ","Mean   : 0.70309  "
"2161","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 219.092  ","3rd Qu.: 219.17  ","3rd Qu.:  52.996  ","3rd Qu.:  52.9920  ","3rd Qu.:  56.9876  ","3rd Qu.:  56.9930  ","3rd Qu.:1.372  ","3rd Qu.:1.3815  ","3rd Qu.: 12.703  ","3rd Qu.: 12.690  ","3rd Qu.:  2.48440  ","3rd Qu.:  2.49082  ","3rd Qu.:  56.9876  ","3rd Qu.:  56.9930  ","3rd Qu.:  6.61635  ","3rd Qu.:  6.75755  ","3rd Qu.: 0.786776  ","3rd Qu.: 0.85378  "
"2162","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7272.043  ","Max.   :7272.06  ","Max.   :1736.057  ","Max.   :1736.0579  ","Max.   :1906.5651  ","Max.   :1908.3285  ","Max.   :5.796  ","Max.   :6.0800  ","Max.   :433.464  ","Max.   :433.478  ","Max.   :107.75635  ","Max.   :107.86183  ","Max.   :1906.5651  ","Max.   :1908.3285  ","Max.   :239.51961  ","Max.   :261.69806  ","Max.   :30.550545  ","Max.   :36.90154  "
"2163","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   3.087  ","Min.   :   2.76  ","Min.   :   0.589  ","Min.   :   0.5701  ","Min.   :   0.5637  ","Min.   :   0.5535  ","Min.   :0.000  ","Min.   :0.0000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5637  ","Min.   :   0.5535  ","Min.   :  0.05461  ","Min.   :  0.02579  ","Min.   : 0.002485  ","Min.   : 0.00002  "
"2165","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  57.235  ","1st Qu.:  57.01  ","1st Qu.:  13.589  ","1st Qu.:  13.5860  ","1st Qu.:  14.5351  ","1st Qu.:  14.4904  ","1st Qu.:1.001  ","1st Qu.:0.9893  ","1st Qu.:  2.835  ","1st Qu.:  2.849  ","1st Qu.:  0.0362  ","1st Qu.:  0.06874  ","1st Qu.:  14.5351  ","1st Qu.:  14.4904  ","1st Qu.:  1.65955  ","1st Qu.:  1.63195  ","1st Qu.: 0.187699  ","1st Qu.: 0.17729  "
"2166","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 118.430  ","Median : 118.39  ","Median :  28.371  ","Median :  28.3592  ","Median :  30.5099  ","Median :  30.5438  ","Median :1.187  ","Median :1.1836  ","Median :  6.562  ","Median :  6.568  ","Median :  0.9653  ","Median :  0.98244  ","Median :  30.5099  ","Median :  30.5438  ","Median :  3.54278  ","Median :  3.57215  ","Median : 0.415151  ","Median : 0.43070  "
"2167","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 181.146  ","Mean   : 181.15  ","Mean   :  43.558  ","Mean   :  43.5585  ","Mean   :  46.9424  ","Mean   :  46.9501  ","Mean   :1.183  ","Mean   :1.1836  ","Mean   : 10.357  ","Mean   : 10.357  ","Mean   :  2.0000  ","Mean   :  2.01484  ","Mean   :  46.9424  ","Mean   :  46.9501  ","Mean   :  5.47250  ","Mean   :  5.58203  ","Mean   : 0.649344  ","Mean   : 0.70093  "
"2168","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 219.092  ","3rd Qu.: 219.17  ","3rd Qu.:  52.996  ","3rd Qu.:  52.9920  ","3rd Qu.:  56.8483  ","3rd Qu.:  56.8545  ","3rd Qu.:1.369  ","3rd Qu.:1.3784  ","3rd Qu.: 12.701  ","3rd Qu.: 12.688  ","3rd Qu.:  2.4825  ","3rd Qu.:  2.48776  ","3rd Qu.:  56.8483  ","3rd Qu.:  56.8545  ","3rd Qu.:  6.59672  ","3rd Qu.:  6.74276  ","3rd Qu.: 0.784490  ","3rd Qu.: 0.85121  "
"2169","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7272.043  ","Max.   :7272.06  ","Max.   :1736.057  ","Max.   :1736.0579  ","Max.   :1906.5651  ","Max.   :1908.3285  ","Max.   :3.725  ","Max.   :3.7609  ","Max.   :433.464  ","Max.   :433.478  ","Max.   :107.7563  ","Max.   :107.86183  ","Max.   :1906.5651  ","Max.   :1908.3285  ","Max.   :239.51961  ","Max.   :261.69806  ","Max.   :30.550545  ","Max.   :36.90154  "
"2170","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   0.788  ","Min.   :   0.765  ","Min.   :   0.00  ","Min.   :   0.00  ","Min.   :   0.0723  ","Min.   :   0.0588  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.0723  ","Min.   :   0.0588  ","Min.   :  0.0067  ","Min.   :  0.0046  ","Min.   : 0.00062  ","Min.   : 0.00001  "
"2172","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  54.290  ","1st Qu.:  54.379  ","1st Qu.:  13.00  ","1st Qu.:  13.00  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:0.8867  ","1st Qu.:0.8817  ","1st Qu.:  2.678  ","1st Qu.:  2.671  ","1st Qu.:  0.0000  ","1st Qu.:  0.02857  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  1.4977  ","1st Qu.:  1.4682  ","1st Qu.: 0.16974  ","1st Qu.: 0.15932  "
"2173","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 113.190  ","Median : 113.158  ","Median :  27.00  ","Median :  27.00  ","Median :  27.8542  ","Median :  27.8496  ","Median :1.0477  ","Median :1.0427  ","Median :  6.234  ","Median :  6.238  ","Median :  0.8744  ","Median :  0.89987  ","Median :  27.8542  ","Median :  27.8496  ","Median :  3.2220  ","Median :  3.2524  ","Median : 0.37565  ","Median : 0.39249  "
"2174","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 172.379  ","Mean   : 172.385  ","Mean   :  41.41  ","Mean   :  41.41  ","Mean   :  42.9763  ","Mean   :  43.0785  ","Mean   :1.0918  ","Mean   :1.0926  ","Mean   :  9.812  ","Mean   :  9.813  ","Mean   :  1.8675  ","Mean   :  1.88301  ","Mean   :  42.9763  ","Mean   :  43.0785  ","Mean   :  5.0094  ","Mean   :  5.1231  ","Mean   : 0.59440  ","Mean   : 0.64376  "
"2175","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 209.509  ","3rd Qu.: 209.555  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:1.2418  ","3rd Qu.:1.2376  ","3rd Qu.: 12.006  ","3rd Qu.: 12.024  ","3rd Qu.:  2.3119  ","3rd Qu.:  2.32542  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  6.0274  ","3rd Qu.:  6.1696  ","3rd Qu.: 0.71764  ","3rd Qu.: 0.78237  "
"2176","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6964.906  ","Max.   :6964.918  ","Max.   :1662.67  ","Max.   :1662.67  ","Max.   :2856.5246  ","Max.   :2681.3378  ","Max.   :7.6583  ","Max.   :8.5007  ","Max.   :415.094  ","Max.   :415.088  ","Max.   :103.0550  ","Max.   :103.04655  ","Max.   :2856.5246  ","Max.   :2681.3378  ","Max.   :357.0656  ","Max.   :359.2092  ","Max.   :44.63320  ","Max.   :48.12195  "
"2177","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   1.573  ","Min.   :   1.692  ","Min.   :   0.2255  ","Min.   :   0.2255  ","Min.   :   0.2255  ","Min.   :   0.2255  ","Min.   :0.06556  ","Min.   :0.06556  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :   0.2255  ","Min.   :   0.2255  ","Min.   :  0.02094  ","Min.   :  0.0175  ","Min.   : 0.001752  ","Min.   : 0.00001  "
"2179","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  54.288  ","1st Qu.:  54.358  ","1st Qu.:  12.9829  ","1st Qu.:  12.9829  ","1st Qu.:  12.9829  ","1st Qu.:  12.9829  ","1st Qu.:0.88820  ","1st Qu.:0.88820  ","1st Qu.:  2.648  ","1st Qu.:  2.653  ","1st Qu.:  0.000  ","1st Qu.:  0.0000  ","1st Qu.:  12.9829  ","1st Qu.:  12.9829  ","1st Qu.:  1.46946  ","1st Qu.:  1.4391  ","1st Qu.: 0.166632  ","1st Qu.: 0.15592  "
"2180","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 113.190  ","Median : 113.152  ","Median :  27.0000  ","Median :  27.0000  ","Median :  27.0000  ","Median :  27.0000  ","Median :1.04769  ","Median :1.04769  ","Median :  6.206  ","Median :  6.206  ","Median :  0.846  ","Median :  0.8707  ","Median :  27.0000  ","Median :  27.0000  ","Median :  3.13917  ","Median :  3.1728  ","Median : 0.368395  ","Median : 0.38416  "
