"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Volume","PropHKPriceEdge.Volume","PropnetProbBEdge.Volume","KProbHKPrice.Volume","KProbnetProbB.Volume","KProbFixed.Volume","KProbFixednetProbB.Volume","KEMProb.Volume","KEMProbnetProbB.Volume","KProbHalf.Volume","KProbHalfnetProbB.Volume","KProbQuarter.Volume","KProbQuarternetProbB.Volume","KProbAdj.Volume","KProbAdjnetProbB.Volume","KHalfAdj.Volume","KHalfAdjnetProbB.Volume","KEMQuarterAdj.Volume","KEMQuarterAdjnetProbB.Volume"
"1","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.80  ","Min.   :   2.518  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :0.07686  ","Min.   :0.07686  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   :   0.50  ","Min.   :   0.50  ","Min.   :  0.04419  ","Min.   :  0.0186  ","Min.   : 0.001752  ","Min.   : 0.00001  "
"2","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  52.86  ","1st Qu.:  52.636  ","1st Qu.:  12.50  ","1st Qu.:  12.50  ","1st Qu.:  12.50  ","1st Qu.:  12.50  ","1st Qu.:0.87514  ","1st Qu.:0.87514  ","1st Qu.:  2.574  ","1st Qu.:  2.575  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.:  12.50  ","1st Qu.:  12.50  ","1st Qu.:  1.42401  ","1st Qu.:  1.3993  ","1st Qu.: 0.162111  ","1st Qu.: 0.15220  "
"3","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 110.34  ","Median : 110.275  ","Median :  26.00  ","Median :  26.00  ","Median :  26.00  ","Median :  26.00  ","Median :1.03411  ","Median :1.03411  ","Median :  6.045  ","Median :  6.048  ","Median : 0.8272  ","Median : 0.8439  ","Median :  26.00  ","Median :  26.00  ","Median :  3.05504  ","Median :  3.0992  ","Median : 0.359275  ","Median : 0.37422  "
"4","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 168.78  ","Mean   : 168.787  ","Mean   :  40.53  ","Mean   :  40.53  ","Mean   :  40.53  ","Mean   :  40.53  ","Mean   :1.02799  ","Mean   :1.02799  ","Mean   :  9.582  ","Mean   :  9.583  ","Mean   : 1.8106  ","Mean   : 1.8265  ","Mean   :  40.53  ","Mean   :  40.53  ","Mean   :  4.73391  ","Mean   :  4.8490  ","Mean   : 0.562677  ","Mean   : 0.61187  "
"5","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 204.54  ","3rd Qu.: 204.517  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:1.18917  ","3rd Qu.:1.18917  ","3rd Qu.: 11.806  ","3rd Qu.: 11.782  ","3rd Qu.: 2.2386  ","3rd Qu.: 2.2458  ","3rd Qu.:  50.00  ","3rd Qu.:  50.00  ","3rd Qu.:  5.69606  ","3rd Qu.:  5.8483  ","3rd Qu.: 0.681064  ","3rd Qu.: 0.74440  "
"6","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6702.41  ","Max.   :6702.423  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :1.81204  ","Max.   :1.81204  ","Max.   :399.515  ","Max.   :399.587  ","Max.   :99.2718  ","Max.   :99.3804  ","Max.   :1600.00  ","Max.   :1600.00  ","Max.   :204.07878  ","Max.   :225.6129  ","Max.   :26.030094  ","Max.   :31.81324  "
"7","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   : 0.000  ","Min.   : 0.1201  ","Min.   :0.0000  ","Min.   :0.0400  ","Min.   :0.03101  ","Min.   :0.03754  ","Min.   :0.0000  ","Min.   :0.0400  ","Min.   :0.00000  ","Min.   :3.182e-05  ","Min.   :0  ","Min.   :0  ","Min.   :0.03101  ","Min.   :0.03754  ","Min.   :0.002024  ","Min.   :2.487e-05  ","Min.   :2.152e-05  ","Min.   :2.000e-08  "
"9","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.: 2.508  ","1st Qu.: 2.3791  ","1st Qu.:0.7606  ","1st Qu.:0.7816  ","1st Qu.:0.30702  ","1st Qu.:0.35604  ","1st Qu.:0.7606  ","1st Qu.:0.7816  ","1st Qu.:0.00000  ","1st Qu.:7.755e-03  ","1st Qu.:0  ","1st Qu.:0  ","1st Qu.:0.30702  ","1st Qu.:0.35604  ","1st Qu.:0.077703  ","1st Qu.:6.961e-02  ","1st Qu.:1.768e-02  ","1st Qu.:1.298e-02  "
"10","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 3.293  ","Median : 3.2566  ","Median :1.0704  ","Median :1.0689  ","Median :0.36589  ","Median :0.36890  ","Median :1.0704  ","Median :1.0689  ","Median :0.00000  ","Median :1.609e-02  ","Median :0  ","Median :0  ","Median :0.36589  ","Median :0.36890  ","Median :0.083037  ","Median :9.262e-02  ","Median :2.016e-02  ","Median :2.268e-02  "
"11","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 3.413  ","Mean   : 3.5059  ","Mean   :1.1122  ","Mean   :1.1558  ","Mean   :0.35669  ","Mean   :0.36396  ","Mean   :1.1122  ","Mean   :1.1558  ","Mean   :0.04257  ","Mean   :1.838e-02  ","Mean   :0  ","Mean   :0  ","Mean   :0.35669  ","Mean   :0.36396  ","Mean   :0.081028  ","Mean   :8.813e-02  ","Mean   :1.894e-02  ","Mean   :2.304e-02  "
"12","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 4.224  ","3rd Qu.: 4.4155  ","3rd Qu.:1.4315  ","3rd Qu.:1.4608  ","3rd Qu.:0.41479  ","3rd Qu.:0.37952  ","3rd Qu.:1.4315  ","3rd Qu.:1.4608  ","3rd Qu.:0.07768  ","3rd Qu.:2.670e-02  ","3rd Qu.:0  ","3rd Qu.:0  ","3rd Qu.:0.41479  ","3rd Qu.:0.37952  ","3rd Qu.:0.086236  ","3rd Qu.:1.099e-01  ","3rd Qu.:2.104e-02  ","3rd Qu.:3.260e-02  "
"13","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :18.221  ","Max.   :28.7399  ","Max.   :6.3234  ","Max.   :9.5749  ","Max.   :0.47018  ","Max.   :0.38763  ","Max.   :6.3234  ","Max.   :9.5749  ","Max.   :0.44300  ","Max.   :1.535e-01  ","Max.   :0  ","Max.   :0  ","Max.   :0.47018  ","Max.   :0.38763  ","Max.   :0.089810  ","Max.   :1.214e-01  ","Max.   :2.212e-02  ","Max.   :4.636e-02  "
"14","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.957  ","Min.   :   2.676  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :0.08397  ","Min.   :0.08397  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :  0.04648  ","Min.   :  0.01956  ","Min.   : 0.001914  ","Min.   : 0.00001  "
"16","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  55.564  ","1st Qu.:  55.773  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:0.92624  ","1st Qu.:0.92624  ","1st Qu.:  2.783  ","1st Qu.:  2.768  ","1st Qu.:  0.0097  ","1st Qu.:  0.04379  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:  1.52073  ","1st Qu.:  1.48603  ","1st Qu.: 0.171844  ","1st Qu.: 0.16223  "
"17","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 116.425  ","Median : 116.532  ","Median :  28.0178  ","Median :  28.0178  ","Median :  28.0178  ","Median :  28.0178  ","Median :1.09842  ","Median :1.09842  ","Median :  6.448  ","Median :  6.445  ","Median :  0.9285  ","Median :  0.94885  ","Median :  28.0178  ","Median :  28.0178  ","Median :  3.24383  ","Median :  3.28938  ","Median : 0.381290  ","Median : 0.39716  "
"18","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 178.613  ","Mean   : 178.618  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :1.09181  ","Mean   :1.09181  ","Mean   : 10.179  ","Mean   : 10.180  ","Mean   :  1.9526  ","Mean   :  1.96800  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :  5.01222  ","Mean   :  5.13366  ","Mean   : 0.595698  ","Mean   : 0.64773  "
"19","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 217.348  ","3rd Qu.: 217.193  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:1.26289  ","3rd Qu.:1.26289  ","3rd Qu.: 12.462  ","3rd Qu.: 12.471  ","3rd Qu.:  2.4196  ","3rd Qu.:  2.42882  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  6.03759  ","3rd Qu.:  6.20781  ","3rd Qu.: 0.720350  ","3rd Qu.: 0.79056  "
"20","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7213.218  ","Max.   :7213.230  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :1.97970  ","Max.   :1.97970  ","Max.   :430.005  ","Max.   :430.077  ","Max.   :106.8945  ","Max.   :107.00300  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :219.63491  ","Max.   :242.81049  ","Max.   :28.014267  ","Max.   :34.23824  "
"21","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.957  ","Min.   :   2.676  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :0.08397  ","Min.   :0.08397  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5259  ","Min.   :   0.5259  ","Min.   :  0.04648  ","Min.   :  0.01956  ","Min.   : 0.001914  ","Min.   : 0.00001  "
"23","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  55.564  ","1st Qu.:  55.773  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:0.92624  ","1st Qu.:0.92624  ","1st Qu.:  2.783  ","1st Qu.:  2.768  ","1st Qu.:  0.0097  ","1st Qu.:  0.04379  ","1st Qu.:  13.1103  ","1st Qu.:  13.1103  ","1st Qu.:  1.52073  ","1st Qu.:  1.48603  ","1st Qu.: 0.171844  ","1st Qu.: 0.16223  "
"24","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 116.425  ","Median : 116.532  ","Median :  28.0178  ","Median :  28.0178  ","Median :  28.0178  ","Median :  28.0178  ","Median :1.09842  ","Median :1.09842  ","Median :  6.448  ","Median :  6.445  ","Median :  0.9285  ","Median :  0.94885  ","Median :  28.0178  ","Median :  28.0178  ","Median :  3.24383  ","Median :  3.28938  ","Median : 0.381290  ","Median : 0.39716  "
"25","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 178.613  ","Mean   : 178.618  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :1.09181  ","Mean   :1.09181  ","Mean   : 10.179  ","Mean   : 10.180  ","Mean   :  1.9526  ","Mean   :  1.96800  ","Mean   :  42.9145  ","Mean   :  42.9145  ","Mean   :  5.01222  ","Mean   :  5.13366  ","Mean   : 0.595698  ","Mean   : 0.64773  "
"26","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 217.348  ","3rd Qu.: 217.193  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:1.26289  ","3rd Qu.:1.26289  ","3rd Qu.: 12.462  ","3rd Qu.: 12.471  ","3rd Qu.:  2.4196  ","3rd Qu.:  2.42882  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  6.03759  ","3rd Qu.:  6.20781  ","3rd Qu.: 0.720350  ","3rd Qu.: 0.79056  "
"27","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7213.218  ","Max.   :7213.230  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :1.97970  ","Max.   :1.97970  ","Max.   :430.005  ","Max.   :430.077  ","Max.   :106.8945  ","Max.   :107.00300  ","Max.   :1721.9618  ","Max.   :1721.9618  ","Max.   :219.63491  ","Max.   :242.81049  ","Max.   :28.014267  ","Max.   :34.23824  "
"28","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   3.075  ","Min.   :   2.75  ","Min.   :   0.5656  ","Min.   :   0.5517  ","Min.   :   0.5467  ","Min.   :   0.5393  ","Min.   :0.1023  ","Min.   :0.08767  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.5467  ","Min.   :   0.5393  ","Min.   :  0.05272  ","Min.   :  0.02364  ","Min.   : 0.00233  ","Min.   : 0.00002  "
"30","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  55.693  ","1st Qu.:  55.88  ","1st Qu.:  13.2406  ","1st Qu.:  13.2640  ","1st Qu.:  14.2745  ","1st Qu.:  14.2127  ","1st Qu.:0.9788  ","1st Qu.:0.96752  ","1st Qu.:  2.817  ","1st Qu.:  2.807  ","1st Qu.:  0.02802  ","1st Qu.:  0.05901  ","1st Qu.:  14.2745  ","1st Qu.:  14.2127  ","1st Qu.:  1.62932  ","1st Qu.:  1.59812  ","1st Qu.: 0.18424  ","1st Qu.: 0.17367  "
"31","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 116.551  ","Median : 116.70  ","Median :  28.0877  ","Median :  28.0819  ","Median :  30.0000  ","Median :  30.0000  ","Median :1.1583  ","Median :1.15605  ","Median :  6.483  ","Median :  6.482  ","Median :  0.94399  ","Median :  0.96573  ","Median :  30.0000  ","Median :  30.0000  ","Median :  3.46882  ","Median :  3.50202  ","Median : 0.40671  ","Median : 0.42284  "
"32","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 178.755  ","Mean   : 178.76  ","Mean   :  42.9841  ","Mean   :  42.9846  ","Mean   :  45.8001  ","Mean   :  45.8160  ","Mean   :1.1614  ","Mean   :1.16190  ","Mean   : 10.212  ","Mean   : 10.213  ","Mean   :  1.96528  ","Mean   :  1.98018  ","Mean   :  45.8001  ","Mean   :  45.8160  ","Mean   :  5.33922  ","Mean   :  5.44913  ","Mean   : 0.63357  ","Mean   : 0.68459  "
"33","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 217.495  ","3rd Qu.: 217.32  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  55.4742  ","3rd Qu.:  55.5562  ","3rd Qu.:1.3449  ","3rd Qu.:1.35230  ","3rd Qu.: 12.492  ","3rd Qu.: 12.507  ","3rd Qu.:  2.43704  ","3rd Qu.:  2.44576  ","3rd Qu.:  55.4742  ","3rd Qu.:  55.5562  ","3rd Qu.:  6.44782  ","3rd Qu.:  6.60337  ","3rd Qu.: 0.76828  ","3rd Qu.: 0.83348  "
"34","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7213.398  ","Max.   :7213.41  ","Max.   :1722.0494  ","Max.   :1722.0502  ","Max.   :1873.6748  ","Max.   :1875.2356  ","Max.   :2.4937  ","Max.   :2.86417  ","Max.   :430.042  ","Max.   :430.109  ","Max.   :106.91296  ","Max.   :107.01874  ","Max.   :1873.6748  ","Max.   :1875.2356  ","Max.   :235.87161  ","Max.   :258.00287  ","Max.   :30.08525  ","Max.   :36.38048  "
"35","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   3.075  ","Min.   :   2.75  ","Min.   :   0.5656  ","Min.   :   0.5517  ","Min.   :   0.5467  ","Min.   :   0.5393  ","Min.   :0.1023  ","Min.   :0.08767  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.00000  ","Min.   :  0.00000  ","Min.   :   0.5467  ","Min.   :   0.5393  ","Min.   :  0.05272  ","Min.   :  0.02364  ","Min.   : 0.00233  ","Min.   : 0.00002  "
"37","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  55.693  ","1st Qu.:  55.88  ","1st Qu.:  13.2406  ","1st Qu.:  13.2640  ","1st Qu.:  14.2745  ","1st Qu.:  14.2127  ","1st Qu.:0.9788  ","1st Qu.:0.96752  ","1st Qu.:  2.817  ","1st Qu.:  2.807  ","1st Qu.:  0.02802  ","1st Qu.:  0.05901  ","1st Qu.:  14.2745  ","1st Qu.:  14.2127  ","1st Qu.:  1.62932  ","1st Qu.:  1.59812  ","1st Qu.: 0.18424  ","1st Qu.: 0.17367  "
"38","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 116.551  ","Median : 116.70  ","Median :  28.0877  ","Median :  28.0819  ","Median :  30.0000  ","Median :  30.0000  ","Median :1.1583  ","Median :1.15605  ","Median :  6.483  ","Median :  6.482  ","Median :  0.94399  ","Median :  0.96573  ","Median :  30.0000  ","Median :  30.0000  ","Median :  3.46882  ","Median :  3.50202  ","Median : 0.40671  ","Median : 0.42284  "
"39","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 178.755  ","Mean   : 178.76  ","Mean   :  42.9841  ","Mean   :  42.9846  ","Mean   :  45.8001  ","Mean   :  45.8160  ","Mean   :1.1614  ","Mean   :1.16190  ","Mean   : 10.212  ","Mean   : 10.213  ","Mean   :  1.96528  ","Mean   :  1.98018  ","Mean   :  45.8001  ","Mean   :  45.8160  ","Mean   :  5.33922  ","Mean   :  5.44913  ","Mean   : 0.63357  ","Mean   : 0.68459  "
"40","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 217.495  ","3rd Qu.: 217.32  ","3rd Qu.:  52.0000  ","3rd Qu.:  52.0000  ","3rd Qu.:  55.4742  ","3rd Qu.:  55.5562  ","3rd Qu.:1.3449  ","3rd Qu.:1.35230  ","3rd Qu.: 12.492  ","3rd Qu.: 12.507  ","3rd Qu.:  2.43704  ","3rd Qu.:  2.44576  ","3rd Qu.:  55.4742  ","3rd Qu.:  55.5562  ","3rd Qu.:  6.44782  ","3rd Qu.:  6.60337  ","3rd Qu.: 0.76828  ","3rd Qu.: 0.83348  "
"41","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :7213.398  ","Max.   :7213.41  ","Max.   :1722.0494  ","Max.   :1722.0502  ","Max.   :1873.6748  ","Max.   :1875.2356  ","Max.   :2.4937  ","Max.   :2.86417  ","Max.   :430.042  ","Max.   :430.109  ","Max.   :106.91296  ","Max.   :107.01874  ","Max.   :1873.6748  ","Max.   :1875.2356  ","Max.   :235.87161  ","Max.   :258.00287  ","Max.   :30.08525  ","Max.   :36.38048  "
"42","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   0.50  ","Min.   :   2.882  ","Min.   :   2.601  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :0.0801  ","Min.   :0.0801  ","Min.   :  0.000  ","Min.   :  0.000  ","Min.   :  0.0000  ","Min.   :  0.00000  ","Min.   :   0.5013  ","Min.   :   0.5013  ","Min.   :  0.04431  ","Min.   :  0.01865  ","Min.   : 0.001826  ","Min.   : 0.00001  "
"44","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:  12.50  ","1st Qu.:  54.953  ","1st Qu.:  54.825  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:0.9036  ","1st Qu.:0.9036  ","1st Qu.:  2.688  ","1st Qu.:  2.684  ","1st Qu.:  0.0000  ","1st Qu.:  0.02609  ","1st Qu.:  13.0000  ","1st Qu.:  13.0000  ","1st Qu.:  1.48075  ","1st Qu.:  1.44494  ","1st Qu.: 0.167164  ","1st Qu.: 0.15776  "
"45","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :  26.00  ","Median : 113.773  ","Median : 113.738  ","Median :  27.2682  ","Median :  27.2682  ","Median :  27.2682  ","Median :  27.2682  ","Median :1.0680  ","Median :1.0680  ","Median :  6.264  ","Median :  6.266  ","Median :  0.8848  ","Median :  0.89952  ","Median :  27.2682  ","Median :  27.2682  ","Median :  3.15787  ","Median :  3.19895  ","Median : 0.370905  ","Median : 0.38674  "
"46","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :  40.53  ","Mean   : 173.925  ","Mean   : 173.929  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :1.0621  ","Mean   :1.0621  ","Mean   :  9.895  ","Mean   :  9.896  ","Mean   :  1.8849  ","Mean   :  1.90059  ","Mean   :  41.7786  ","Mean   :  41.7786  ","Mean   :  4.88036  ","Mean   :  4.99913  ","Mean   : 0.580079  ","Mean   : 0.63080  "
"47","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:  50.00  ","3rd Qu.: 210.337  ","3rd Qu.: 210.462  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:1.2301  ","3rd Qu.:1.2301  ","3rd Qu.: 12.123  ","3rd Qu.: 12.132  ","3rd Qu.:  2.3324  ","3rd Qu.:  2.33971  ","3rd Qu.:  50.8016  ","3rd Qu.:  50.8016  ","3rd Qu.:  5.87505  ","3rd Qu.:  6.03463  ","3rd Qu.: 0.700291  ","3rd Qu.: 0.76943  "
"48","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :1600.00  ","Max.   :6952.641  ","Max.   :6952.653  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :1.8884  ","Max.   :1.8884  ","Max.   :414.451  ","Max.   :414.523  ","Max.   :103.0059  ","Max.   :103.11448  ","Max.   :1659.7455  ","Max.   :1659.7455  ","Max.   :211.69928  ","Max.   :234.03750  ","Max.   :27.002083  ","Max.   :33.00117  "
