"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.High","PropHKPriceEdge.High","PropnetProbBEdge.High","KProbHKPrice.High","KProbnetProbB.High","KProbFixed.High","KProbFixednetProbB.High","X.KEMProb.High","KEMProbnetProbB.High","KProbHalf.High","KProbHalfnetProbB.High","KProbQuarter.High","KProbQuarternetProbB.High","KProbAdj.High","KProbAdjnetProbB.High","KHalfAdj.High","KHalfAdjnetProbB.High","KEMQuarterAdj.High","KEMQuarterAdjnetProbB.High"
"56","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  "
"58","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  "
"59","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  "
"60","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  "
"61","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  "
"62","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  "
"63","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  "
"65","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  ","1st Qu.: 76365  "
"66","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  ","Median :106183  "
"67","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  ","Mean   :106494  "
"68","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  ","3rd Qu.:139678  "
"69","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  ","Max.   :187155  "
"70","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  "
"72","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"73","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"74","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  "
"75","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"76","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"77","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  "
"79","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"80","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"81","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  "
"82","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"83","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"84","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  "
"86","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"87","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"88","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  "
"89","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"90","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"91","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  ","Min.   : 4779  "
"93","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  ","1st Qu.:17831  "
"94","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  ","Median :24676  "
"95","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  ","Mean   :24803  "
"96","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  ","3rd Qu.:32491  "
"97","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  ","Max.   :43489  "
"98","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  "
"100","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  ","1st Qu.: 72736  "
"101","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  ","Median :103748  "
"102","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  ","Mean   :104262  "
"103","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  ","3rd Qu.:137764  "
"104","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  ","Max.   :185892  "
"105","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  ","Min.   : 19944  "
"107","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  ","1st Qu.: 72742  "
"108","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  ","Median :103766  "
"109","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  ","Mean   :104272  "
