"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Low","PropHKPriceEdge.Low","PropnetProbBEdge.Low","KProbHKPrice.Low","KProbnetProbB.Low","KProbFixed.Low","KProbFixednetProbB.Low","X.KEMProb.Low","KEMProbnetProbB.Low","KProbHalf.Low","KProbHalfnetProbB.Low","KProbQuarter.Low","KProbQuarternetProbB.Low","X.KProbAdj.Low","KProbAdjnetProbB.Low","X.KHalfAdj.Low","KHalfAdjnetProbB.Low","KEMQuarterAdj.Low","KEMQuarterAdjnetProbB.Low"
"1","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"2","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  ","1st Qu.:20155  "
"3","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  ","Median :20237  "
"4","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  ","Mean   :19703  "
"5","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  ","3rd Qu.:20337  "
"6","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  ","Max.   :20491  "
"7","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  ","Min.   :   1  "
"9","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  ","1st Qu.:4779  "
"10","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  ","Median :4779  "
"11","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  ","Mean   :4649  "
"12","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  ","3rd Qu.:4779  "
"13","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  ","Max.   :4779  "
"14","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"16","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  "
"17","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  "
"18","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  "
"19","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  "
"20","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  "
"21","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"23","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  ","1st Qu.:20162  "
"24","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  ","Median :20250  "
"25","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  ","Mean   :19716  "
"26","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  ","3rd Qu.:20356  "
"27","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  ","Max.   :20520  "
"28","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"30","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  "
"31","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  "
"32","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  "
"33","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  "
"34","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  "
"35","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"37","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  ","1st Qu.:20170  "
"38","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  ","Median :20266  "
"39","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  ","Mean   :19732  "
"40","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  ","3rd Qu.:20377  "
"41","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  ","Max.   :20553  "
"42","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"44","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  "
"45","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  "
"46","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  "
"47","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  "
"48","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  "
"49","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"51","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  ","1st Qu.:20159  "
"52","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  ","Median :20245  "
"53","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  ","Mean   :19710  "
"54","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  ","3rd Qu.:20345  "
"55","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  ","Max.   :20504  "
"56","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
