"",".id","X......id","X....TimeUS","X....DateUS","X....League","netEMEdge.Low","PropHKPriceEdge.Low","PropnetProbBEdge.Low","KProbHKPrice.Low","KProbnetProbB.Low","KProbFixed.Low","KProbFixednetProbB.Low","X.KEMProb.Low","KEMProbnetProbB.Low","KProbHalf.Low","KProbHalfnetProbB.Low","KProbQuarter.Low","KProbQuarternetProbB.Low","X.KProbAdj.Low","KProbAdjnetProbB.Low","X.KHalfAdj.Low","KHalfAdjnetProbB.Low","KEMQuarterAdj.Low","KEMQuarterAdjnetProbB.Low"
"1970","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  ","Median :21149  "
"1971","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  ","Mean   :20568  "
"1972","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  ","3rd Qu.:21259  "
"1973","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  ","Max.   :21438  "
"1974","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"1976","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  "
"1977","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  ","Median :21796  "
"1978","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  ","Mean   :21169  "
"1979","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  ","3rd Qu.:21901  "
"1980","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  ","Max.   :22067  "
"1981","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"1983","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  ","1st Qu.:21696  "
"1984","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  ","Median :21789  "
"1985","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  ","Mean   :21164  "
"1986","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  ","3rd Qu.:21894  "
"1987","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  ","Max.   :22060  "
"1988","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"1990","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  "
"1991","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  ","Median :21816  "
"1992","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  ","Mean   :21188  "
"1993","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  ","3rd Qu.:21927  "
"1994","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  ","Max.   :22107  "
"1995","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"1997","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  ","1st Qu.:21707  "
"1998","Kelly4","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  ","Median :21808  "
"1999","Kelly4","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  ","Mean   :21183  "
"2000","Kelly4","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  ","3rd Qu.:21920  "
"2001","Kelly4","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  ","Max.   :22099  "
"2002","Kelly4",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","Kelly1","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"2004","Kelly1","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  "
"2005","Kelly1","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  ","Median :20350  "
"2006","Kelly1","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  ","Mean   :19803  "
"2007","Kelly1","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  "
"2008","Kelly1","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  "
"2009","Kelly1",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","Kelly2","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"2011","Kelly2","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  "
"2012","Kelly2","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  ","Median :20346  "
"2013","Kelly2","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  ","Mean   :19802  "
"2014","Kelly2","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  ","3rd Qu.:20445  "
"2015","Kelly2","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  ","Max.   :20599  "
"2016","Kelly2",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","Kelly3","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"2018","Kelly3","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  ","1st Qu.:20257  "
"2019","Kelly3","Median :20528  ","Median :2013-09-21 10:00:00  ","Median :2013-09-21  ","GER D1 : 1464  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  ","Median :20352  "
"2020","Kelly3","Mean   :20528  ","Mean   :2013-08-06 03:16:01  ","Mean   :2013-08-05  ","ITA D1 : 1412  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  ","Mean   :19805  "
"2021","Kelly3","3rd Qu.:30792  ","3rd Qu.:2014-09-18 15:05:00  ","3rd Qu.:2014-09-18  ","SPA D1 : 1331  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  ","3rd Qu.:20448  "
"2022","Kelly3","Max.   :41055  ","Max.   :2015-07-19 19:45:00  ","Max.   :2015-07-19  ","FRA D1 : 1256  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  ","Max.   :20603  "
"2023","Kelly3",NA,NA,NA,"(Other):32136  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","Kelly4","Min.   :    1  ","Min.   :2011-01-07 14:45:00  ","Min.   :2011-01-07  ","ENG PR : 1930  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  ","Min.   :    1  "
"2025","Kelly4","1st Qu.:10264  ","1st Qu.:2012-09-07 15:00:00  ","1st Qu.:2012-09-07  ","FRA D2 : 1526  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  ","1st Qu.:20259  "
